RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022
394404,10,"Boston, MA",Msa,MA,541333,544333,565000,584667,598500,596133,579767,556567,539600,535967,535967,531300,528267,533300,549967,571633,589633,596300,594633,586633,579933,574967,574967,574833,574833,582833,597667,605967,614600,624598,641298,649631,649933,656600,662967,666000,665967,672933,683266,691633,694966,697967,692933,677933,668233,667933,674633,681300,688267
395057,11,"San Francisco, CA",Msa,CA,807333,824000,857667,899667,924667,937963,921296,879629,849667,841329,837996,819996,799333,802667,830667,867333,900667,907633,904633,885967,885667,889000,895667,878963,862596,874596,899967,916333,924667,949000,982333,998333,998667,998833,999130,995759,990259,985629,985333,990333,993667,996000,980000,960000,936667,926333,914333,902665,895998
394532,12,"Detroit, MI",Msa,MI,219933,218267,224633,238000,253000,263000,264633,259600,251600,244633,237967,231267,226567,226567,233265,246598,259932,269900,271267,267633,258667,248967,239300,231633,225830,224130,228263,234067,245600,261100,277767,286233,283233,278267,272967,267967,264633,266633,276633,288967,298962,302295,299795,290433,277100,262250,249917,238283,226633
395025,13,"Riverside, CA",Msa,CA,390000,392667,396000,402666,406633,409966,409933,406633,403300,399966,399633,398633,398333,398650,402983,408317,415000,419967,423300,423300,420000,416667,415000,414668,414668,418001,423000,426333,428000,434667,446333,461333,471667,480000,485000,490000,491663,493330,494963,506633,520633,534913,543213,547546,549966,551633,553113,553113,551477
394976,14,"Phoenix, AZ",Msa,AZ,332633,338467,346500,351767,354600,353233,349967,344965,341631,339631,339300,339300,341267,343933,347300,351667,355967,359300,359933,360965,362632,364332,366663,369963,375963,382600,389104,384737,379771,378300,388300,396633,399967,399967,399633,399600,401300,404267,411633,421633,435667,446997,456997,461997,466333,469667,474330,477963,481463
395078,15,"Seattle, WA",Msa,WA,508316,528316,559983,584967,598300,599633,592817,581167,568150,564650,562157,562157,564157,578300,601633,626633,642650,644333,636000,624167,617165,615492,617658,621310,631300,647967,663617,663300,660297,659993,668657,670493,663497,651817,639967,634966,638316,653333,668333,684983,696650,704980,704980,697647,694317,692667,691667,686665,691648
394865,16,"Minneapolis-St Paul, MN",Msa,MN,354952,372253,387854,393436,391702,384110,375442,368196,360222,356408,351520,351485,356998,369167,384768,393436,395169,388478,383177,374510,369066,362264,361831,361865,368803,379603,390000,393467,393329,393297,394996,393401,386502,378528,369895,369860,371274,379728,387948,392797,392963,389720,388053,383087,378333,374833,374833,380553,392353
395056,17,"San Diego, CA",Msa,CA,704633,721300,735967,749333,749633,749633,742633,725967,706267,689933,681633,676667,676333,681317,692983,713283,732967,745967,746333,746333,746333,745667,742667,742667,746000,755967,769967,770300,770000,781333,814667,838333,838175,827841,814475,811300,813300,830000,841667,855667,855633,855300,848967,845666,842333,842666,845966,849600,853233
395121,18,"St. Louis, MO",Msa,MO,190933,191267,196567,204933,213267,218267,219725,219425,219125,217667,214666,209966,206266,207900,216100,227800,237800,242967,243300,241633,239633,237933,234600,229933,228300,231633,237165,242165,248495,254630,259597,258630,256963,255230,253200,249867,248300,253333,262663,273963,277297,276300,268333,261500,254833,250833,247633,247600,249600
395148,19,"Tampa, FL",Msa,FL,269897,269897,271597,274967,280000,283333,283300,280467,277133,273833,271633,269300,268633,268633,272028,277695,285895,291169,292803,291303,289933,289633,287967,286000,283333,283330,284497,284163,285800,289633,296813,303510,308143,313963,315267,314300,308963,305163,307830,318467,334300,348300,360967,369300,375933,381282,388778,395145,398827
394358,20,"Baltimore, MD",Msa,MD,303233,299900,304933,313300,326633,337967,345967,345967,341600,335263,328630,319997,313333,311667,316667,327997,339663,347997,350000,349967,346600,341600,334633,327967,322933,323233,329933,339600,347967,356300,363167,364833,361500,357300,352300,347267,341600,345428,355428,365462,373267,374967,375950,369283,363950,355967,350833,344467,339800
394530,21,"Denver, CO",Msa,CO,,,,,,,,,494667,487667,481000,477833,482333,493967,509133,519967,524967,523630,518630,510297,502967,497967,497967,501300,512376,529043,542709,545967,542667,543148,548815,552148,546587,534753,524337,522067,527233,537650,550000,566667,583333,598333,606650,609983,611317,613967,617633,623600,629290
394982,22,"Pittsburgh, PA",Msa,PA,171567,169900,173233,177267,182967,184667,183967,181600,179900,178267,175933,172633,170933,170933,175267,181933,189300,194800,198133,199467,198867,195533,190867,184967,183300,185967,192600,197600,204900,214900,227767,234433,234467,234633,234633,234633,234600,237633,244267,251300,256600,256633,249917,239917,233217,228267,224933,219967,216600
394998,23,"Portland, OR",Msa,OR,460076,466484,472893,478981,480583,480583,477379,470938,462928,456519,453315,451713,453315,456519,462928,467766,471003,471035,469400,466180,461374,457721,454532,454532,457096,465107,471515,471019,471019,472621,483751,488397,493172,495660,503799,513123,520714,525982,535000,551666,573333,589667,594667,589333,581333,574667,572000,572000,578667
394458,24,"Charlotte, NC",Msa,NC,338133,338167,343000,349666,356300,358781,355764,349176,342028,335378,330983,327283,325617,328300,335067,343400,351700,356300,356300,352333,346967,344233,341567,342041,342774,346108,351000,352967,357592,362925,374125,379505,381383,377183,374345,371296,370963,372297,377700,387730,399227,406660,408993,405883,404217,406520,409267,408280,404647
395045,25,"Sacramento, CA",Msa,CA,462983,468667,476983,485817,491817,492333,487167,480500,472967,466300,459633,456333,458333,466333,481000,492665,504665,513332,521633,522967,517967,509666,503330,504996,511330,521000,527667,528000,528000,529543,539210,548210,559997,568330,576330,581330,588330,591824,588494,596494,608000,623000,625000,623000,621333,621333,624663,632993,641327
395055,26,"San Antonio, TX",Msa,TX,279966,280000,283000,288657,295085,298418,297761,293500,288467,283467,281444,280811,280811,280633,281633,284967,290000,293167,293133,289800,286600,283297,281297,278993,278497,278830,282500,286167,290167,293800,297300,299933,299633,297967,294667,291333,289633,291300,295056,301056,306223,315966,328663,341381,346881,346786,343735,343402,345133
394943,27,"Orlando, FL",Msa,FL,299900,302933,309300,317667,323000,325000,324967,323267,319933,314933,308300,303267,299933,299933,303463,310163,318497,323333,325000,325000,325434,325434,325434,325000,324967,326600,328567,325597,322297,320659,325329,328663,330867,332501,332831,331963,329327,328355,330322,336958,344725,356092,366792,378000,384633,391300,395800,399133,402800
394466,28,"Cincinnati, OH",Msa,OH,218300,219967,231600,248267,261600,267633,265967,259300,251633,244967,241333,236300,232967,236633,249967,266300,279600,285967,287967,284333,278667,272000,265667,261333,261300,269633,283267,296300,309633,322967,333300,334633,327688,320988,313768,312077,313107,321439,332442,346445,360800,366767,363100,350459,339825,334125,333267,335665,344998
394475,29,"Cleveland, OH",Msa,OH,161567,161567,164900,171267,176267,181403,183403,183403,181600,179867,178233,176567,174933,176567,179932,185402,191936,196904,199467,196267,192933,188267,184933,181600,179900,180267,185300,191667,201300,209600,218267,221133,214467,206100,196600,193133,192500,200833,214333,230000,238330,238297,231597,221600,211633,201667,198000,196000,192667
394735,30,"Kansas City, MO",Msa,MO,254863,259967,269633,274633,277333,276000,275167,272467,272967,280467,287133,293300,296600,306633,319966,331333,337966,336300,329967,319967,312967,308267,304967,301967,306333,316597,332930,342930,352667,359633,364950,361617,353317,345100,341750,340083,343283,354967,371300,385633,393700,393867,387900,374800,364933,361600,366633,379167,397483
394775,31,"Las Vegas, NV",Msa,NV,290629,292300,295300,306300,324333,341333,349333,347967,341300,333297,324963,321597,318233,314933,312300,312833,316167,320497,323330,324297,322600,320900,319933,319967,321465,325799,334132,335667,333300,329933,334900,341267,344633,346333,347296,347296,345963,345833,355817,373812,397979,416329,426667,435000,443333,455000,465000,475663,487297
394492,32,"Columbus, OH",Msa,OH,254267,268633,285300,302630,311630,316997,315300,306967,294933,283267,274767,268133,264800,269967,286800,306800,320133,325933,325967,320300,309330,295330,285963,280300,282600,292300,306267,316267,326567,336567,344933,341600,329967,323267,321630,325627,326570,331237,338873,347945,353282,353315,351633,348300,344633,343967,348933,357597,364630
394705,33,"Indianapolis, IN",Msa,IN,211567,215933,227633,251667,272633,284283,279283,269650,259633,249600,239900,233100,229800,234833,248300,266633,281600,286600,284900,279896,274929,269929,264633,257967,256300,261133,272800,282800,291600,302233,310763,315763,309797,299600,287633,279633,277667,280067,287773,295437,301703,302830,302133,302133,304800,307163,309130,312597,317932
395059,34,"San Jose, CA",Msa,CA,1071296,1104629,1154629,1208333,1245000,1261333,1244333,1199328,1149662,1115995,1082629,1048629,1015592,1031963,1065963,1113000,1139333,1156000,1142667,1116595,1099914,1099581,1096318,1071626,1071293,1107293,1165333,1192333,1192667,1209333,1239000,1256000,1255999,1248999,1248999,1232000,1216300,1216300,1236633,1253667,1270332,1283665,1296331,1280000,1271852,1258852,1241518,1215667,1230667
394355,35,"Austin, TX",Msa,TX,352140,353945,358199,362785,364170,364170,361135,355583,349658,345100,341685,337279,334689,336211,343197,352168,358245,355817,347613,338801,332723,329438,327584,324547,324809,328759,339077,346646,354576,364009,374960,384478,391163,396859,399683,399229,400576,411325,429323,453990,474827,491130,500133,504633,512667,519300,523903,523233,523266
395194,36,"Virginia Beach, VA",Msa,VA,258145,257823,260695,265208,270655,274233,276521,276554,276231,273972,272328,270555,271364,274459,279522,285130,288482,289995,289995,289995,289704,289414,289414,289704,289995,290024,293215,297276,303693,308915,314523,317747,317392,316391,313056,308300,302933,299930,302323,307356,310693,310000,306633,303300,301633,300000,300000,300000,300000
394902,37,"Nashville, TN",Msa,TN,373229,374563,376896,379600,379633,377966,374300,367933,362967,359800,358133,356433,354933,354933,356600,359933,364633,367967,367633,364600,361267,359600,357933,355963,352963,352996,354966,358266,362933,367967,374633,378267,381599,381633,381276,379577,381243,389297,399327,412093,424397,437733,448300,451633,451633,454967,460633,464463,462463
395005,38,"Providence, RI",Msa,RI,345871,347654,353071,359924,365168,366883,367057,367057,367057,365274,361429,356219,354471,357968,366358,376532,383839,387650,387964,387964,387650,385936,382440,375763,370519,373700,384188,394642,401949,408941,419464,424743,421282,410759,400271,396425,396607,407170,408000,413333,413000,427667,437667,442967,438300,436600,433267,431600,434933
394862,39,"Milwaukee, WI",Msa,WI,216267,217933,226267,238100,249467,256133,257933,254900,248267,242867,236200,232533,231267,234300,237933,237967,237467,237500,239133,239933,236567,231600,226600,221633,219933,221600,231567,241567,251567,256600,259933,256600,249933,242467,235833,230800,224933,223233,224900,229900,236567,236567,229933,218300,211667,208000,204633,199633,197967
394714,40,"Jacksonville, FL",Msa,FL,300963,304930,309963,314633,316528,316495,313162,307966,302666,298000,296167,296000,296000,297500,299667,304667,311667,314128,310983,304313,299852,299630,299300,298630,298647,301977,306313,307327,309330,312330,317967,319300,317967,315330,310663,308830,308483,312480,319280,330630,343630,351663,354993,356297,360797,365467,368800,371297,374930
394849,41,"Memphis, TN",Msa,TN,186823,182331,181218,184112,187300,194902,199991,205715,207337,208896,209087,206224,203076,200976,203839,208610,215957,221045,224226,224194,223814,223783,223814,224194,222636,222604,225784,230555,236153,241560,247921,251547,247727,244514,243242,243245,242174,239179,242167,245833,254167,258300,260967,261267,262967,266633,268300,266466,259467
394935,42,"Oklahoma City, OK",Msa,OK,235391,237444,242231,247398,251847,252535,252535,249763,248050,246305,246340,246307,248480,253202,261757,270395,276961,278364,276142,271655,268541,266830,266873,266873,268583,272519,277857,281279,285898,292913,298693,300061,296297,294569,293201,292927,292592,296035,303523,314038,321405,323333,320633,315800,312415,309782,311045,315029,324642
394807,43,"Louisville-Jefferson County, KY",Msa,KY,232167,240467,254100,266567,274600,276433,274467,271133,267667,265700,261833,256833,254100,257267,266900,278433,287467,291133,289633,284633,277967,269600,259933,251967,248500,253133,264681,278148,290148,296567,299600,296900,288567,278867,268233,263233,261263,266297,274663,283333,290667,294000,293967,291300,285967,282333,277667,277667,278000
394669,44,"Hartford, CT",Msa,CT,274770,279178,287692,293641,297368,297402,297402,297094,295351,293641,290529,288820,287110,288854,292307,299146,304240,310046,310046,309739,305950,302565,299454,297094,296069,296103,302223,310053,320277,328141,338398,344929,344929,341202,336415,333030,330505,332681,339900,349233,352567,347600,338300,330000,326667,324933,324933,329900,338267
395022,45,"Richmond, VA",Msa,VA,298669,299669,307387,319115,326891,330305,330601,328200,323407,316559,312063,310304,310269,312011,320666,332753,344736,349564,349926,344840,338288,331046,327563,327451,329865,334957,341931,351242,360995,371030,378237,382375,380996,380107,381196,385297,390297,394633,398997,400663,400980,396617,389933,383600,381797,385053,391069,401236,412997
394910,46,"New Orleans, LA",Msa,LA,245925,242592,243300,249633,257133,262167,263833,262967,260300,257267,253967,251633,249967,251633,256300,262967,269600,272400,272400,270433,268993,267993,266960,265133,262800,261667,264100,269133,276267,282600,288400,293433,296800,299000,299000,299000,297667,296300,296633,304933,314966,324633,326333,324333,321300,321300,324633,327300,329267
394425,47,"Buffalo, NY",Msa,NY,186490,188302,195548,204642,211925,215548,217324,216418,214643,211019,206454,200983,197396,198517,202177,209387,217324,224389,228049,224426,220621,216617,212994,209697,206418,206418,210041,217288,228194,239100,246346,246343,242683,237611,235766,233991,234098,239567,250000,263333,271500,269800,261433,251567,244900,241567,238233,238233,236033
395012,48,"Raleigh, NC",Msa,NC,342610,344237,350937,360508,366857,366857,364944,361706,358228,351847,346502,342035,340121,340759,347140,357351,366890,370081,367178,362392,359169,357255,353227,348441,345251,347683,353777,357134,362347,367452,376858,381580,385087,387535,388425,388855,388927,393080,398080,404373,409447,413812,419072,422665,425967,425967,427600,427300,427300
394388,49,"Birmingham, AL",Msa,AL,206683,207383,215383,226967,236267,239600,239900,239900,238233,234600,230967,229300,229600,233233,239900,249900,258567,265233,270273,271640,272362,272123,272090,269733,266598,265798,267433,269100,273233,278100,281967,281833,276967,274767,273267,276300,277667,279700,281567,287200,293167,296633,294333,291633,290633,295497,300488,303081,298550
395053,50,"Salt Lake City, UT",Msa,UT,413127,418322,426359,432345,439512,443519,444950,441540,436278,428861,424889,422946,423263,427113,434319,446680,457276,464199,462450,457188,452031,450248,451116,454684,461606,473096,481922,480297,476733,479209,489840,495173,494432,490900,495138,505752,,,,,,,,,,,,,
395031,51,"Rochester, NY",Msa,NY,183757,190896,201105,213205,222164,226234,222700,215561,208422,203424,199106,199106,204424,215882,228411,241618,248721,251898,249400,244081,235514,224806,217310,210207,210849,220094,236209,253413,262337,267604,268350,268029,260569,252684,245866,253142,261047,274651,279433,281100,272067,261600,253267,244967,236300,226300,221267,218267,221300
394640,52,"Grand Rapids, MI",Msa,MI,261633,269967,281667,291667,298300,299967,298300,293500,288467,285435,286902,288568,289900,292933,299267,307633,312933,313267,310933,305933,302300,296267,292933,289900,292933,297933,306267,313233,318233,319933,321600,321633,321600,319600,320476,323509,328842,337933,347000,355461,363628,371995,380233,382067,379967,374300,371910,376410,388743
395167,53,"Tucson, AZ",Msa,AZ,261079,264446,269479,274997,279997,281330,281300,280900,282900,282900,281300,279467,279500,282333,288167,294767,298900,298233,296150,293350,293317,293467,293967,292300,292633,294933,298300,298933,300508,308842,319842,329967,328300,323333,319512,321179,326179,334350,347680,363343,373993,380663,381330,379663,374662,369998,367662,367330,369810
753924,54,"Urban Honolulu, HI",Msa,HI,663333,661667,654667,648000,651000,658000,663000,668333,671667,670000,665000,662667,669000,671667,672333,668667,668667,668667,668667,666000,659333,653300,649633,647967,642767,636433,629767,621667,611333,604667,606333,606633,599967,591300,591000,599333,,,,,,,,,,,,,
395169,55,"Tulsa, OK",Msa,OK,190349,191117,195419,200949,204329,204637,203408,202793,202762,202732,202732,202732,203361,206127,211996,219078,225530,228603,230109,229340,230031,231568,233872,235025,233488,233488,236561,242722,250403,259621,267594,272203,272204,272951,273942,273468,272063,271907,283405,294810,305396,301696,296662,290646,289313,290979,289933,288630,290970
394619,56,"Fresno, CA",Msa,CA,334730,331727,331693,334972,339840,342291,342462,340736,338147,335587,333516,330236,325893,324478,326204,334800,345191,355548,363333,364714,364368,359725,355061,351937,351246,354495,359370,362097,367310,372861,382907,389466,391931,390550,390861,390070,390577,387760,389967,398333,412333,422333,424000,421667,423000,428492,435158,442158,446633
395238,57,"Worcester, MA",Msa,MA,278546,281730,287812,297336,306920,313575,315199,314530,312938,309722,306888,302430,300838,302749,311983,324719,335832,343792,344779,341595,336533,333317,331724,329464,328508,330101,340608,351753,363884,371877,378276,381779,381461,382428,385347,391300,,,,,,,,,,,,,
394415,58,"Stamford, CT",Msa,CT,676160,711321,753515,776722,783464,781354,769047,751757,737693,737341,734141,730942,727742,731258,743600,757348,764416,755274,737868,713255,696026,690928,696202,700404,703744,714293,727320,734528,744725,762306,781293,786884,778445,768072,753691,747886,744864,782084,812633,829000,820967,806300,783267,736083,698867,681900,697117,712333,752334
394312,59,"Albuquerque, NM",Msa,NM,244267,245933,250800,257466,263833,267000,265300,260800,255133,253467,253300,254933,254967,258267,263300,269966,273833,276937,278437,279373,279270,279403,279173,277840,279507,286300,294633,299667,306667,320000,335013,343360,343415,338385,331705,327980,331327,336657,345660,351997,361333,366000,369633,369967,371633,380000,386333,389663,390660
394308,60,"Albany, NY",Msa,NY,240239,243930,247987,249559,251203,253396,257417,260852,260852,259829,259865,259865,259135,259463,263082,268199,271854,273718,275874,275545,271890,268272,267175,268966,267102,268162,272731,280041,287387,297292,308257,314105,,,,296241,,,,,,,,,,,,,
394938,61,"Omaha, NE",Msa,NE,276295,284108,292448,302513,307763,307797,304447,301098,298418,291870,285385,283007,286189,294510,307942,320535,327374,324415,320698,315708,309925,300411,292339,289324,291669,300454,309531,316230,320414,324735,328922,329049,324694,321714,318685,318724,318661,325166,332317,338967,339133,332467,322833,315667,312333,313667,317597,333012,356008
394908,62,"New Haven, CT",Msa,CT,284220,290882,301033,312893,321265,326846,327160,322625,317358,313556,310067,304870,299986,301696,308637,319276,324509,324544,319102,313904,308498,305010,302917,301347,299603,299603,304800,310033,321544,331694,345647,348438,347043,340066,335531,326811,320189,317913,323267,337967,349633,356267,351567,344833,338200,336533,336600,336567,338233
394357,63,"Bakersfield, CA",Msa,CA,249089,252008,257446,263542,267039,268306,267825,264617,259836,255024,251688,249281,247645,246201,248287,254844,261261,264790,265964,265323,263398,258874,256275,254960,256275,257912,262435,264360,265964,266253,270745,278444,286176,292914,295625,292737,288281,286277,291600,299933,311600,318300,324569,322903,322903,322967,331333,340330,342330
394753,64,"Knoxville, TN",Msa,TN,263100,262933,266633,276633,286600,291600,289933,283300,277133,272133,268767,267933,265633,266633,270267,279233,289900,296567,301600,301600,301300,296267,289600,283233,279900,283233,289933,298267,307633,319300,332667,341667,340000,331633,316633,306600,299933,302933,311267,332933,349900,358266,349933,343300,341633,338333,335000,332663,339297
394653,65,"Greenville, SC",Msa,SC,255985,257740,262171,268194,272114,274968,275252,274937,270175,265445,260999,258508,256963,258082,263350,271233,277871,278878,275504,269324,266044,264657,264625,263206,261661,264593,269080,272234,275040,280959,285815,287711,285629,286271,284707,282300,278785,279452,285652,297767,306767,315766,320133,325800,327967,327600,324600,321567,322567
394952,66,"Ventura, CA",Msa,CA,779665,780998,777665,785667,779319,772652,756319,746333,726663,709963,696630,689967,688333,691333,701000,712333,725667,739300,749633,761633,774667,784333,784000,780667,781000,793833,810833,808833,804333,807666,832666,856333,868000,871333,864333,864000,,,,,,,,,,,,,
394318,67,"Allentown, PA",Msa,PA,241616,241467,244400,251823,257402,260661,262833,261240,256895,251790,247988,246142,243281,245055,250487,258814,266020,269677,273261,273298,272447,268862,266726,263920,263485,265658,276520,284196,291401,293972,302662,309904,314249,317869,321490,325473,326644,333057,340098,346172,347805,343807,337967,331300,335570,339010,342377,343073,349933
394561,68,"El Paso, TX",Msa,TX,182542,182740,182924,183537,184060,185863,188027,190551,191273,191471,191489,192751,195636,198667,201354,203319,205337,206960,206960,206202,205499,205517,206978,206974,206974,205532,205517,205138,206022,207843,211404,213965,215750,216496,,,,229505,231633,234967,241283,246950,250578,250912,250928,252317,255317,258483,261967
394367,69,"Baton Rouge, LA",Msa,LA,230683,231600,234600,239600,244600,248263,248297,246497,244500,242833,241333,239967,239967,241519,243885,248552,253333,256000,254667,251000,247633,245603,243903,242270,240933,241600,244900,247933,249967,253300,257967,263653,267687,271020,271552,270852,269518,271042,275742,284408,293967,299300,300902,299265,298932,298997,305333,315333,328633
394521,70,"Dayton, OH",Msa,OH,141656,139484,143570,149055,154577,159694,165253,167425,165584,161866,159142,157301,156970,157853,163375,169229,178064,185426,194629,198679,196838,190245,185496,182584,181115,184024,196176,209023,220803,226288,227025,223969,220288,221116,221002,219080,218830,225800,232467,241467,248133,253433,252600,245933,240600,232930,227963,227997,233663
394843,71,"McAllen, TX",Msa,TX,192167,190500,190466,191633,193133,194833,194833,195000,196000,195000,193333,190633,189967,192633,195833,200833,204167,207335,207335,204669,201500,199833,199833,199967,199633,199300,199000,199000,202333,208000,215000,218667,223000,227833,231497,230163,226897,226567,231567,238333,244667,249667,253000,256333,257000,258667,258997,258997,258663
394486,72,"Columbia, SC",Msa,SC,191469,191469,195934,203850,211766,218415,219998,219333,217718,216167,218447,220061,224178,225286,227661,231144,234468,236526,233645,229212,224748,221581,218890,216705,216737,220061,224491,229021,232979,235484,238539,240597,240597,239819,239723,240930,241963,243939,248666,254632,260493,264618,269018,271885,276333,279933,284730,288430,291930
394648,73,"Greensboro, NC",Msa,NC,195833,198833,206800,218633,229600,234967,241133,247800,255267,257067,253733,249600,248300,251633,259933,269900,279900,281600,279455,271163,269163,266308,265267,262933,260967,260300,262130,262430,269097,277267,287600,292633,288600,281633,272300,267667,267967,270100,276430,283130,290330,297233,304533,310500,312567,312626,315323,323139,331780
394304,74,"Akron, OH",Msa,OH,145900,144233,145600,152226,160559,168192,173233,172933,169600,164600,159900,154900,151567,151600,155633,160633,167300,173267,177892,177859,173892,169267,163600,157567,152567,152267,157267,163933,171567,178267,184633,187667,184333,181300,174933,172000,168083,171450,181117,194083,205733,212333,213350,211533,206200,199467,192933,186567,180767
753906,75,"North Port-Sarasota-Bradenton, FL",Msa,FL,359233,359933,361467,361467,364182,365982,369316,368267,364300,360630,357297,356296,356333,357983,362650,367983,374333,378000,379333,377967,374300,372963,374330,377050,377053,375720,375000,371663,368330,368330,374667,379667,382063,382363,382363,384933,,,,,,,,,,,,,
394798,76,"Little Rock, AR",Msa,AR,169489,171957,173623,176060,178251,179793,179515,177942,176400,176554,176584,176584,175782,176400,179207,183248,190344,195280,198982,198982,197408,195866,193460,192565,191639,192503,196205,200216,204843,206663,207897,206355,206386,207126,210381,212064,213887,214429,221633,227300,232267,232300,233967,234000,232259,229926,228259,225000,223333
395134,77,"Stockton, CA",Msa,CA,381300,383267,381633,383300,384317,390983,392650,391667,388298,384631,382631,381000,377967,376633,379633,393000,409333,422667,431000,437233,439217,437383,436450,437800,436300,434667,434967,436617,437950,444317,455667,469000,475333,479430,479430,483430,483667,490633,492300,506600,516263,537929,554629,568333,568333,560000,560650,570650,586983
394457,78,"Charleston, SC",Msa,SC,358097,360787,365312,371434,376212,378183,377954,373475,367051,361188,357007,354024,352680,356858,365816,374775,379258,380751,378660,372688,365192,359787,357995,357428,357159,358951,365491,369340,376507,381614,390008,395156,398142,400743,402483,406327,410660,417327,426663,439000,457000,472000,474669,462669,443169,434312,429812,430883,436405
